id_trial,idphrase
NCT04581213,Effect of Anesthesia Induction on Cerebral Hemodynamic in Children
NCT03587051,Endurance Training and Post-exercise Low Glycemic Index Recovery Diet for Improving Postprandial Triglycerides
NCT03718156,The Prevention Program for Alzheimer's Related Delirium (PREPARED) Cluster Randomized Trial
NCT06130566,"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, 3-arm, Multinational, Multicenter Study to Evaluate the Efficacy and Safety of Amlitelimab Monotherapy by Subcutaneous Injection in Participants Aged 18 Years and Older With Moderate-to-severe Atopic Dermatitis"
NCT02628483,"A Randomized, Double-blind, Parallel Clinical Trial to Compare the Relative Efficacy of Two Triglyceride Forms of Fish Oil, Ultimate Omega®, and a Comparator Product, in Improving Red Blood Cell Fatty Acid Profiles in Healthy Adults (FORCE Study)"
NCT00003139,A Phase III Study to Test the Efficacy of the Prophylactic Use of Oral Pilocarpine to Reduce Hyposalivation and Mucositis Associated With Curative Radiation Therapy in Head and Neck Cancer Patients
NCT02350205,SASS 2 : Self Assembled Skin Substitute for the Autologous Treatment of Severe Burn Wounds in Acute Stage of Burn Trauma.
NCT00391092,"A Randomized, Open-label Study to Compare the Effect of First-line Treatment With Avastin in Combination With Herceptin/Docetaxel and Herceptin/Docetaxel Alone on Progression-free Survival in Patients With HER2 Positive Locally Recurrent or Metastatic Breast Cancer."
NCT02507505,A Randomized Controlled Trial of Regional Versus General Anesthesia for Promoting Independence After Hip Fracture
NCT05196880,"A Prospective, Single-blind, Clinical Evaluation of the MolecuLight DX in Combination With Biofilm Based Wound Care for the Identification of Biofilm Containing Wounds"
NCT04011371,Cyanoacrylate Closure for Treatment of Venous Leg Ulcers
NCT03672500,"Analgesic Benefit of Locally Injected Bupivacaine on Perineal Pain Among Women With Epidural Anesthesia After a Vaginal Delivery: a Randomized, Single-masked, Controlled Trial"
NCT02844816,Phase II Trial of Atezolizumab in BCG-Unresponsive Non-Muscle Invasive Bladder Cancer
NCT01547442,Artisan Aphakia Lens for the Correction of Aphakia in Children
NCT01834274,"A Phase 3, Multicenter, Randomized, Double-Blind, Active-Controlled, 24-Week Study to Evaluate the Efficacy and Safety of Daily Oral TAK-875 50 mg Compared With Sitagliptin 100 mg When Used in Combination With Metformin in Subjects With Type 2 Diabetes"
NCT04988906,Monitoring Ventilations During Out-of-Hospital Cardiac Arrest Resuscitation
NCT02001740,Treatment of Adhesive Capsulitis: A Randomized Placebo-Controlled Trial Comparing Arthrographic Joint Distention With Steroid and Local Anesthetic Versus Arthrographic Joint Distention With Local Anesthetic Alone
NCT06405633,"A Phase 1b/2a Open-label Single Ascending Doses (SAD) and Multiple Ascending Doses (MAD) Research Study to Evaluate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics in Participants With AATD Pi*ZZ on WVE-006 (RestorAATion-2)"
NCT00567580,A Phase III Trial of Short Term Androgen Deprivation With Pelvic Lymph Node or Prostate Bed Only Radiotherapy (SPPORT) in Prostate Cancer Patients With a Rising PSA After Radical Prostatectomy
NCT03422562,Do Probiotics Modulate the Intestinal Microbiome of Extremely Preterm Infants?
NCT01899534,Mental Health E-screening in Pregnant and Postpartum Women
NCT06098703,CARD (Comfort Ask Relax Distract) for Community-based Pharmacy Vaccinations
NCT03039530,Impact of Public Health Nurse Delivered Group CBT for Postpartum Depression on Women and Their Children: A Randomized Controlled Trial
NCT04392921,Prophylaxis for Patients at Risk to Eliminate Post-operative Atrial Fibrillation
NCT00664690,Effect of Celecoxib on Transitional Pain After Outpatient Surgery
NCT01702831,A Phase II Study of Busulfan & Melphalan as Conditioning Regimen for ASCT in Patients Who Received Bortezomib Based Induction for Newly Diagnosed Multiple Myeloma Followed by Lenalidomide Maintenance Until Progression.
NCT00239356,Aripiprazole (BMS-337039) for Outpatients With Schizophrenia Completing Aripiprazole Clinical Trials: A Non-Comparative Rollover Protocol
NCT00006036,"A Phase I Study of NX 211 in Combination With Cisplatin Given as an IV Infusion Days 1, 2, and 3 Every 3 Weeks in Patients With Solid Tumors"
NCT00002633,"Phase III Randomized Trial Comparing Total Androgen Blockade Versus Total Androgen Blockade Plus Pelvic Irradiation in Clinical Stage T3-4, N0, M0 Adenocarcinoma of the Prostate"
NCT05211206,Association Between Peri-procedural Intravenous Hydration and Post- Endoscopic Retrograde Cholangiopancreatography Pancreatitis
NCT05840224,A Phase 1 Study to Evaluate the Safety and Tolerability of GS-4528 as Monotherapy and in Combination With an Anti-PD-1 Monoclonal Antibody in Adults With Advanced Solid Tumors
NCT02262351,"Program for the Identification of ""Actionable"" Atrial Fibrillation in the Family Practice Setting"
NCT05984277,"A Phase III, Two-Arm, Parallel, Randomized, Multi-Center, Open-Label, Global Study to Determine the Efficacy of Volrustomig (MEDI5752) Plus Chemotherapy Versus Pembrolizumab Plus Chemotherapy for First-Line Treatment of Patients With Metastatic Non-Small Cell Lung Cancer (mNSCLC)."
NCT01078207,A Prospective Non-Randomized Study of Pulse Oximetry Saturation Patterns in Postoperative Patients at High Risk of Obstructive Sleep Apnea
NCT04093544,Expanding the Therapeutic Window of Deep Brain Stimulation in Parkinson's Disease by Means of Directional Leads: a Double-blind Cross-over Pilot Study
NCT05855200,"A Phase 3, Open-Label, Randomized Study of Perioperative Dostarlimab Monotherapy Versus Standard of Care in Participants With Untreated T4N0 or Stage III dMMR/MSI-H Resectable Colon Cancer"
NCT00336492,"A Phase 3, Randomized, Open-label, Parallel-group, Multicenter Trial to Evaluate the Safety and Efficacy of Infliximab (REMICADE�) in Pediatric Subjects With Moderately to Severely Active Ulcerative Colitis"
NCT00678886,Durable-Response Therapy Evaluation For Early or New-Onset Type 1 Diabetes - DEFEND
NCT03283943,"Phase I (Safety Assessment) of Durvalumab (MEDI4736) With Focal Sensitizing Radiotherapy in Platinum Resistant Ovarian, Primary Peritoneal or Fallopian Tube Epithelial Carcinoma"
NCT05836571,"Randomized Phase 2 Study of Cabozantinib, Ipilimumab, and Nivolumab in Patients With Soft Tissue Sarcoma"
NCT04104945,"Volume and Dose De-Intensified Radiotherapy for p16+ Squamous Cell Carcinoma of the Oropharynx: A Multi-Centre, Single Arm Prospective Cohort Study"
NCT02816164,A Multi Centre Study to Compare Administration Schedules of G-CSF (Filgrastim) for Primary Prophylaxis of Chemotherapy-Induced Febrile Neutropenia in Early Stage Breast Cancer (REaCT-G2)
NCT05135377,Canadian Anaphylaxis Network- Predicting Recurrence After Emergency Presentation for Allergic REaction
NCT00521989,"A Randomized, Double-Blind, Placebo-Controlled, Multi-Center Study to Evaluate the Efficacy of CRx-102 in Subjects With Symptomatic Knee Osteoarthritis and Optional One-Year Extension"
NCT05176015,Randomized Controlled Trial on Nystagmus Assessment for Patients Consulting for Acute Vertigo in the Emergency Department With/Without Frenzel Lens With/Without Form: A Pilot Study
NCT02399072,"A Multicenter, Prospective Epidemiologic Study of the Progression of Geographic Atrophy Secondary to Age-Related Macular Degeneration"
NCT02521493,Risk-Stratified Therapy for Acute Myeloid Leukemia in Down Syndrome
NCT05427370,The Canadian CABG or PCI in Patients With Ischemic Cardiomyopathy Trial
NCT04842071,Open-label Clinical Trial on the Safety and Efficacy of 18F-sodium Fluoride (NaF) PET Imaging in Patients in Need of a Standard 99mTc Bone Scintigraphy
NCT00303628,"Intergroup Randomized Phase III Study of Postoperative Oxaliplatin, 5-Fluorouracil and Leucovorin vs Oxaliplatin, 5-Fluorouracil, Leucovorin and Bevacizumab for Patients With Stage II or III Rectal Cancer Receiving Pre-operative Chemoradiation"
NCT02451332,Prenatal Inflammation and Perinatal Outcomes
NCT00005837,Phase II Evaluation of Oxaliplatin in Persistent or Recurrent Squamous Cell Carcinoma of the Cervix
NCT02504008,"A Randomized, Double-blind, Placebo-controlled Study to Assess the Efficacy and Safety of AXS-02 (Oral Zoledronate) Administered Orally to Subjects With Complex Regional Pain Syndrome Type I (CRPS-I)"
NCT01715285,"A Randomized, Double-blind, Comparative Study of Abiraterone Acetate Plus Low-Dose Prednisone Plus Androgen Deprivation Therapy (ADT) Versus ADT Alone in Newly Diagnosed Subjects With High-Risk, Metastatic Hormone-naive Prostate Cancer (mHNPC)"
NCT02117245,Phase I Single Dose Comparative Bioavailability Study Of MGCD265 In Healthy Male And Female Volunteers
NCT01157364,"An Open-label (Stage 1) and Randomized (Stage 2), 24 Month Study of Safety and Efficacy of Bimatoprost Drug Delivery System in Patients With Open-Angle Glaucoma or Ocular Hypertension"
NCT00116831,"A Phase III, 18 Month, Multicenter, Randomized, Double-Blind, Active-Controlled Clinical Trial to Compare Rosiglitazone Versus Glipizide on the Progression of Atherosclerosis in Subjects With Type 2 Diabetes Mellitus and Cardiovascular Disease (APPROACH)"
NCT05040971,Efficacy and Safety of Subcutaneous Semaglutide 2.4 mg Once-weekly in Subjects With Obesity and Prediabetes
NCT04224493,"Symphony-1: A Phase 1b/3 Double-Blind, Randomized, Active-Controlled, 3-Stage, Biomarker Adaptive Study Of Tazemetostat Or Placebo In Combination With Lenalidomide Plus Rituximab In Subjects With Relapsed/Refractory Follicular Lymphoma"
NCT05510180,Cardiovascular Disease Risk Profile in Children With Hypertrophic Cardiomyopathy
NCT04523350,"Randomized Multi-Center, Subject and Evaluator Blinded, Parallel-Group Study to Evaluate the Safety and Effectiveness of the Instylla Hydrogel Embolic System (HES) Compared With Standard of Care Transcatheter Arterial Embolization (TAE) / Transcatheter Arterial Chemoembolization (cTACE) for Vascular Occlusion of Hypervascular Tumors; A Pivotal Study"
NCT03033641,"Feasibility of the CARTOFINDER™ 4D LAT Algorithm to Identify Ablation Target in Subjects With Atrial Fibrillation (FIND CAN Trial: ""CF-172"")"
NCT05097287,"A Randomized, Double-Blind, Placebo Controlled Study Assessing the Long-term Effect of Dupilumab on Prevention of Lung Function Decline in Patients With Uncontrolled Moderate to Severe Asthma"
NCT00333151,Effect on Glycemic Control of Liraglutide in Combination With Rosiglitazone Plus Metformin Versus Rosiglitazone Plus Metformin in Subjects With Type 2 Diabetes
NCT05466838,Pancreatic Enzyme Replacement Therapy to Improve Quality of Life in Patients Undergoing Pancreaticoduodenectomy: A Pilot Randomized Controlled Trial
NCT01422876,"A Phase III Randomized, Double-blind, Parallel Group Study to Evaluate the Efficacy and Safety of Once Daily Oral Administration of BI 10773 25 mg/Linagliptin 5 mg and BI 10773 10 mg/Linagliptin 5 mg Fixed Dose Combination Tablets Compared With the Individual Components (BI 10773 25 mg, BI 10773 10 mg, and Linagliptin 5 mg) for 52 Weeks in Treatment naïve and Metformin Treated Patients With Type 2 Diabetes Mellitus With Insufficient Glycaemic Control"
NCT01873690,A Randomized Controlled Trial Assessing the Efficacy of Antimicrobial Prophylaxis for Extracorporeal Shock Wave Lithotripsy on Reducing Urinary Tract Infection
NCT04087109,MedSafer E-care: an Automated Deprescribing Solution for Community-dwelling Older Adults Living With Polypharmacy (E-CARE Study)
NCT04575571,The MAVIPAN Protocol: For a Structured Response to the Psychosocial Consequences of the Restrictive Measures Imposed by the Global Health COVID-19 Pandemic
NCT02553317,"A Phase III Double-blind, Randomized, Parallel Group, Multicenter Placebo-controlled Trial to Study the Efficacy and Safety of Caplacizumab in Patients With Acquired Thrombotic Thrombocytopenic Purpura"
NCT04415060,SedAting With Volatile Anesthetics Critically Ill COVID-19 Patients in ICU: Effects On Ventilatory Parameters And Survival
NCT04777227,Effectiveness of Saline Water and Lidocaine Injections for the Treatment of Intractable Plantar Keratoma: A Randomised Feasibility Study
NCT01480596,"A Randomized, Placebo-Controlled, Double-Blind Study to Evaluate the Efficacy, Safety, Tolerability, and Pharmacodynamics of Belimumab in Subjects With Generalized Myasthenia Gravis (MG)"
NCT04323436,"A Double-blind, Placebo Controlled, Randomized, Phase II Study Evaluating the Efficacy and Safety of Capmatinib and Spartalizumab vs Capmatinib and Placebo as 1st Line Treatment for Advanced NSCLC Patients With MET exon14 Skipping Mutations"
NCT04135495,"A Phase 2 Open Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Multiple Dose Levels of Subcutaneously Administered ELX-02 in Patients With Cystic Fibrosis With at Least One G542X Allele"
NCT02387216,"SHERLOC: A Phase 2 Study of MM-121 in Combination With Docetaxel Versus Docetaxel Alone in Patients With Heregulin Positive, Locally Advanced or Metastatic Non-Small Cell Lung Cancer (Merrimack Pharmaceuticals Inc.)"
NCT05133726,Reducing Inpatient Readmission Rates for Patients Discharged From Acute Psychiatric Care in Alberta Using Peer and Text Message Support: Protocol for an Innovative Supportive Program
NCT01964846,The Effect of Resveratrol and Curcumin on Postprandial Inflammation in Men and Postmenopausal Women
NCT01392326,"A Randomized, Double-blind, Placebo-controlled, Multicenter Study of Secukinumab to Demonstrate the Efficacy at 24 Weeks and to Assess the Long Term Safety, Tolerability and Efficacy up to 2 Years in Patients With Active Psoriatic Arthritis"
NCT03104634,"The Effects of Inhaled Aclidinium Bromide/Formoterol Fumarate on Inspiratory Pleural Pressures in Smokers: a Randomized, Double-blind, Placebo-controlled, Cross-over Trial"
NCT01355094,Peritoneal Vacuum Therapy to Reduce the Systemic Inflammatory Insult From Intraperitoneal Sepsis/Injury/Hypertension: A Randomized Comparison of Baseline Wall Suction Versus the KCI AbThera™ Abdominal Dressing
NCT03789162,Blood and Stool Sample Collection in Subjects With a Diagnosis of Colorectal Cancer or Colorectal Lesion: Act Fast
NCT00589121,A Phase II Trial of Image Guided Preoperative Radiotherapy for Primary Soft Tissue Sarcomas of the Extremity
NCT04484610,Providing Appropriate Opioid Prescription Quantities for Acute Pain Treatment: A Cluster Randomized Controlled Trial.
NCT06031441,"A Phase I, Open-Label, Multicenter, Dose-Escalation Study Evaluating the Safety, Pharmacokinetics, and Activity of RO7566802 as a Single Agent and in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors"
NCT04852393,A Prospective Evaluation of the Safety and Clinical Effects of Ultrasound-guided Cervical Medial Branch Blocks
NCT01883713,A Prospective Analysis of Methemoglobin as a Biomarker of Tissue Hypoxia During Acute Hemodilutional Anemia in Patients Undergoing Heart Surgery
